admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ua,admin2AltName2_ua,admin2AltName1_ru,admin2AltName2_ru,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin2ClassCode,admin2ClassType,admin2PoliticalType,admin2pcode2016,admin1ClassType,admin1ClassCode
Tsarychanskyi,Царичанський,Царичанский,UA12256,Tsarychanskyi,,,,,,,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1225600000,область,81200000
Shyrokivskyi,Широківський,Широковский,UA12258,Shyrokivskyi,,,,,,,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1225800000,область,81200000
Yurivskyi,Юр'ївський,Юрьевский,UA12259,Yurivskyi,,,,,,,Dnipropetrovska,Дніпропетровська,Днепропетровская,UA12,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1225900000,область,81200000
Donetska,Донецька,Донецкий,UA14101,Donetska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1410100000,область,81200000
Avdiivska,Авдіївська,Авдеевский,UA14102,Avdiivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1410200000,область,81200000
Bakhmutska,Бахмутська,Бахмутский,UA14103,Bakhmutska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1410300000,область,81200000
Horlivska,Горлівська,Горловский,UA14106,Horlivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1410600000,область,81200000
Debaltsevcka,Дебальцевcька,Дебальцевский,UA14109,Debaltsevcka,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1410900000,область,81200000
Toretska,Торецька,Торецкий,UA14112,Toretska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1411200000,область,81200000
Dymytrivska,Димитрівська,Димитровский,UA14113,Dymytrivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1411300000,область,81200000
Dobropilska,Добропільська,Добропольский,UA14115,Dobropilska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1411500000,область,81200000
Dokuchaievska,Докучаєвська,Докучаевский,UA14116,Dokuchaievska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1411600000,область,81200000
Druzhkivska,Дружківська,Дружковский,UA14117,Druzhkivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1411700000,область,81200000
Yenakiivska,Єнакіївська,Енакиевский,UA14120,Yenakiivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412000000,область,81200000
Zhdanivska,Жданівська,Ждановский,UA14121,Zhdanivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412100000,область,81200000
Mariupolska,Маріупольська,Мариупольский,UA14123,Mariupolska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412300000,область,81200000
Kirovska,Кіровська,Кировский,UA14125,Kirovska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412500000,область,81200000
Kostiantynivska,Костянтинівська,Константиновский,UA14126,Kostiantynivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412600000,область,81200000
Kramatorska,Краматорська,Краматорский,UA14129,Kramatorska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1412900000,область,81200000
Pokrovska,Покровська,Покровский,UA14132,Pokrovska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1413200000,область,81200000
Lymanska,Лиманська,Лиманский,UA14133,Lymanska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1413300000,область,81200000
Makiivska,Макіївська,Макеевский,UA14135,Makiivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1413500000,область,81200000
Novohrodivska,Новогродівська,Новогродовский,UA14136,Novohrodivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1413600000,область,81200000
Selydivska,Селидівська,Селидовский,UA14138,Selydivska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1413800000,область,81200000
Slovianska,Слов'янська,Славянский,UA14141,Slovianska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1414100000,область,81200000
Snizhnianska,Сніжнянська,Снежнянский,UA14144,Snizhnianska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1414400000,область,81200000
Torezka,Торезька,Торезский,UA14147,Torezka,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1414700000,область,81200000
Vuhledarska,Вугледарська,Угледарский,UA14148,Vuhledarska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1414800000,область,81200000
Khartsyzka,Харцизька,Харцызский,UA14150,Khartsyzka,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1415000000,область,81200000
Shakhtarska,Шахтарська,Шахтерский,UA14153,Shakhtarska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1415300000,область,81200000
Yasynuvatska,Ясинуватська,Ясиноватский,UA14155,Yasynuvatska,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1415500000,область,81200000
Oleksandrivskyi,Олександрівський,Александровский,UA14203,Oleksandrivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1420300000,область,81200000
Amvrosiivskyi,Амвросіївський,Амвросиевский,UA14206,Amvrosiivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1420600000,область,81200000
Bakhmutskyi,Бахмутський,Бахмутский,UA14209,Bakhmutskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1420900000,область,81200000
Velykonovosilkivskyi,Великоновосілківський,Великоновоселковский,UA14212,Velykonovosilkivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1421200000,область,81200000
Volnovaskyi,Волноваський,Волновахский,UA14215,Volnovaskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1421500000,область,81200000
Nikolskyi,Нікольський,Никольский,UA14217,Nikolskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1421700000,область,81200000
Dobropilskyi,Добропільський,Добропольский,UA14220,Dobropilskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1422000000,область,81200000
Kostiantynivskyi,Костянтинівський,Константиновский,UA14224,Kostiantynivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1422400000,область,81200000
Pokrovskyi,Покровський,Покровский,UA14227,Pokrovskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1422700000,область,81200000
Lymanskyi,Лиманський,Лиманский,UA14230,Lymanskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1423000000,область,81200000
Marinskyi,Мар'їнський,Марьинский,UA14233,Marinskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1423300000,область,81200000
