#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:3:503861,503861,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,1603:45:16:50:3:503861,Khetlal,BD503861,,,,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:503874,503874,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,1603:45:16:50:3:503874,Panchbibi,BD503874,,,,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506403,506403,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506403,Atrai,BD506403,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506406,506406,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506406,Badalgachhi,BD506406,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506428,506428,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506428,Dhamoirhat,BD506428,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506447,506447,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506447,Manda,BD506447,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506450,506450,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506450,Mahadebpur,BD506450,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506460,506460,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506460,Naogaon Sadar,BD506460,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506469,506469,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506469,Niamatpur,BD506469,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506475,506475,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506475,Patnitala,BD506475,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506479,506479,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506479,Porsha,BD506479,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506485,506485,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506485,Raninagar,BD506485,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506486,506486,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,1603:45:16:50:3:506486,Sapahar,BD506486,,,,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506909,506909,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506909,Bagati Para,BD506909,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506915,506915,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506915,Baraigram,BD506915,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506941,506941,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506941,Gurudaspur,BD506941,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506944,506944,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506944,Lalpur,BD506944,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506963,506963,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506963,Natore Sadar,BD506963,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:506991,506991,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,1603:45:16:50:3:506991,Singra,BD506991,,,,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507018,507018,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,1603:45:16:50:3:507018,Bholahat,BD507018,,,,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507037,507037,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,1603:45:16:50:3:507037,Gomastapur,BD507037,,,,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507056,507056,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,1603:45:16:50:3:507056,Nachole,BD507056,,,,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507066,507066,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,1603:45:16:50:3:507066,Nawabganj Sadar,BD507066,,,,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507088,507088,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,1603:45:16:50:3:507088,Shibganj,BD507088,,,,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507605,507605,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507605,Atgharia,BD507605,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507616,507616,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507616,Bera,BD507616,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507619,507619,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507619,Bhangura,BD507619,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507622,507622,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507622,Chatmohar,BD507622,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507633,507633,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507633,Faridpur,BD507633,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507639,507639,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507639,Ishwardi,BD507639,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507655,507655,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507655,Pabna Sadar,BD507655,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507672,507672,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507672,Santhia,BD507672,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:507683,507683,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,1603:45:16:50:3:507683,Sujanagar,BD507683,,,,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508110,508110,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508110,Bagha,BD508110,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508112,508112,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508112,Baghmara,BD508112,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508122,508122,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508122,Boalia,BD508122,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508125,508125,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508125,Charghat,BD508125,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508131,508131,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508131,Durgapur,BD508131,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508134,508134,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508134,Godagari,BD508134,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508140,508140,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508140,Matihar,BD508140,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508153,508153,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508153,Mohanpur,BD508153,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508172,508172,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508172,Paba,BD508172,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508182,508182,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508182,Puthia,BD508182,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508185,508185,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508185,Rajpara,BD508185,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508190,508190,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508190,Shah Makhdum,BD508190,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508194,508194,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,1603:45:16:50:3:508194,Tanore,BD508194,,,,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508811,508811,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508811,Belkuchi,BD508811,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508827,508827,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508827,Chauhali,BD508827,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508844,508844,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508844,Kamarkhanda,BD508844,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508850,508850,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508850,Kazipur,BD508850,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508861,508861,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508861,Royganj,BD508861,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508867,508867,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508867,Shahjadpur,BD508867,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508878,508878,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508878,Sirajganj Sadar,BD508878,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508889,508889,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508889,Tarash,BD508889,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:508894,508894,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,1603:45:16:50:3:508894,Ullah Para,BD508894,,,,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552710,552710,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552710,Birampur,BD552710,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552712,552712,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552712,Birganj,BD552712,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552717,552717,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552717,Biral,BD552717,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552721,552721,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552721,Bochaganj,BD552721,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552730,552730,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552730,Chirirbandar,BD552730,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552738,552738,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552738,Fulbari,BD552738,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552743,552743,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552743,Ghoraghat,BD552743,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552747,552747,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552747,Hakimpur,BD552747,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552756,552756,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552756,Kaharole,BD552756,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552760,552760,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552760,Khansama,BD552760,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552764,552764,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552764,Dinajpur Sadar,BD552764,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552769,552769,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552769,Nawabganj,BD552769,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:552777,552777,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,1603:45:16:50:3:552777,Parbatipur,BD552777,,,,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553221,553221,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553221,Fulchhari,BD553221,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553224,553224,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553224,Gaibandha Sadar,BD553224,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553230,553230,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553230,Gobindaganj,BD553230,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553267,553267,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553267,Palashbari,BD553267,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553282,553282,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553282,Sadullapur,BD553282,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553288,553288,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553288,Saghatta,BD553288,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:553291,553291,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,1603:45:16:50:3:553291,Sundarganj,BD553291,,,,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554906,554906,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554906,Bhurungamari,BD554906,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554908,554908,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554908,Char Rajibpur,BD554908,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554909,554909,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554909,Chilmari,BD554909,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554918,554918,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554918,Phulbari,BD554918,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554952,554952,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554952,Kurigram Sadar,BD554952,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554961,554961,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554961,Nageshwari,BD554961,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554977,554977,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554977,Rajarhat,BD554977,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554979,554979,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554979,Raumari,BD554979,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:554994,554994,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,1603:45:16:50:3:554994,Ulipur,BD554994,,,,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:555202,555202,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,1603:45:16:50:3:555202,Aditmari,BD555202,,,,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:555233,555233,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,1603:45:16:50:3:555233,Hatibandha,BD555233,,,,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:555239,555239,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,1603:45:16:50:3:555239,Kaliganj,BD555239,,,,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:555255,555255,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,1603:45:16:50:3:555255,Lalmonirhat Sadar,BD555255,,,,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:555270,555270,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,1603:45:16:50:3:555270,Patgram,BD555270,,,,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557312,557312,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557312,Dimla,BD557312,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557315,557315,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557315,Domar,BD557315,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557336,557336,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557336,Jaldhaka,BD557336,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557345,557345,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557345,Kishoreganj,BD557345,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557364,557364,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557364,Nilphamari Sadar,BD557364,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557385,557385,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,1603:45:16:50:3:557385,Saidpur,BD557385,,,,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557704,557704,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,1603:45:16:50:3:557704,Atwari,BD557704,,,,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557725,557725,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,1603:45:16:50:3:557725,Boda,BD557725,,,,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557734,557734,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,1603:45:16:50:3:557734,Debiganj,BD557734,,,,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557773,557773,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,1603:45:16:50:3:557773,Panchagarh Sadar,BD557773,,,,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:557790,557790,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,1603:45:16:50:3:557790,Tentulia,BD557790,,,,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
