#adm2+name+i_eng+is_latn,#adm2+name+i_vie+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_vie+is_latn,#adm2+name+alt2+i_vie+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_vie+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_vie+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Tra Vinh,TP. Trà Vinh,VN81701,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cang Long,Huyện Càng Long,VN81703,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN81705,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cau Ke,Huyện Cầu Kè,VN81707,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tieu Can,Huyện Tiểu Cần,VN81709,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cau Ngang,Huyện Cầu Ngang,VN81711,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tra Cu,Huyện Trà Cú,VN81713,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duyen Hai,Huyện Duyên Hải,VN81715,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Soc Trang,TP. Sóc Trăng,VN81901,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ke Sach,Huyện Kế Sách,VN81903,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Phu,Huyện Long Phú,VN81905,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cu Lao Dung,Huyện Cù Lao Dung,VN81906,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
My Tu,Huyện Mỹ Tú,VN81907,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN81908,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
My Xuyen,Huyện Mỹ Xuyên,VN81909,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thanh Tri,Huyện Thạnh Trị,VN81911,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nga Nam,Thị xã Ngã Năm,VN81912,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Chau,Thị xã Vĩnh Châu,VN81913,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tran De,Huyện Trần Đề,VN81915,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bac Lieu,TP. Bạc Liêu,VN82101,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phuoc Long,Huyện Phước Long,VN82103,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hong Dan,Huyện Hồng Dân,VN82104,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Loi,Huyện Vĩnh Lợi,VN82105,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoa Binh,Huyện Hòa Bình,VN82106,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Gia Rai,Huyện Giá Rai,VN82107,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Hai,Huyện Đông Hải,VN82109,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ca Mau,TP. Cà Mau,VN82301,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thoi Binh,Huyện Thới Bình,VN82303,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
U Minh,Huyện U Minh,VN82305,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tran Van Thoi,Huyện Trần Văn Thời,VN82307,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cai Nuoc,Huyện Cái Nước,VN82309,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Tan,Huyện Phú Tân,VN82310,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dam Doi,Huyện Đầm Dơi,VN82311,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ngoc Hien,Huyện Ngọc Hiển,VN82313,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nam Can,Huyện Năm Căn,VN82314,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
