#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:3:11101001,11101001,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11101001,1603:45:16:450:3:11101001,1er Arrondissement,MG11101001,,,,1er Arrondissement,MG11101001A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224150,21224150,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224150,Maneva,MG21224150,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224170,21224170,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224170,Vohitrafeno,MG21224170,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224190,21224190,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224190,Andranovorivato,MG21224190,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224210,21224210,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224210,Vohibato Ouest,MG21224210,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224230,21224230,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224230,Andranomiditra,MG21224230,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224250,21224250,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224250,Soaindrana,MG21224250,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21224270,21224270,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21224,1603:45:16:450:3:21224270,Mahaditra,MG21224270,,,,Vohibato,MG21224,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225010,21225010,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225010,Isorana,MG21225010,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225030,21225030,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225030,Anjoma Itsara,MG21225030,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225050,21225050,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225050,Andoharanomaitso,MG21225050,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225070,21225070,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225070,Ambondrona,MG21225070,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225090,21225090,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225090,Ambalamidera II,MG21225090,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225110,21225110,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225110,Ankarinarivo Manirisoa,MG21225110,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225130,21225130,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225130,Soatanana,MG21225130,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225150,21225150,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225150,Nasandratrony,MG21225150,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225170,21225170,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225170,Mahazoarivo,MG21225170,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225190,21225190,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225190,Fanjakana,MG21225190,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:21225210,21225210,1603:45:16:450:0,1603:45:16:450:1:21,1603:45:16:450:2:21225,1603:45:16:450:3:21225210,Iavonomby Vohibola,MG21225210,,,,Isandra,MG21225,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202010,22202010,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202010,Ambatofinandrahana,MG22202010,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202030,22202030,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202030,Itremo,MG22202030,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202050,22202050,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202050,Fenoarivo,MG22202050,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202070,22202070,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202070,Soavina,MG22202070,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202090,22202090,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202090,Ambondromisotra,MG22202090,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202110,22202110,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202110,Ambatomifanongoa,MG22202110,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202130,22202130,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202130,Amborompotsy,MG22202130,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202150,22202150,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202150,Mandrosonoro,MG22202150,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22202170,22202170,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22202,1603:45:16:450:3:22202170,Mangataboahangy,MG22202170,,,,Ambatofinandrahana,MG22202,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203010,22203010,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203010,Ambositra I,MG22203010,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203030,22203030,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203030,Ambositra II,MG22203030,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203050,22203050,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203050,Ankazoambo,MG22203050,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203070,22203070,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203070,Ivony Miaramiasa,MG22203070,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203090,22203090,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203090,Andina,MG22203090,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203110,22203110,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203110,Imerina Imady,MG22203110,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203130,22203130,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203130,Ivato,MG22203130,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203150,22203150,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203150,Tsarasaotra,MG22203150,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203170,22203170,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203170,Marosoa,MG22203170,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203190,22203190,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203190,Fahizay,MG22203190,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203210,22203210,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203210,Alakamisy Ambohijato,MG22203210,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203230,22203230,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203230,Kianjandrakefina,MG22203230,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203250,22203250,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203250,Ambalamanakana,MG22203250,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203290,22203290,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203290,Ilaka Centre,MG22203290,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203310,22203310,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203310,Ihadilanana,MG22203310,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203390,22203390,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203390,Ambatofitorahana,MG22203390,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203410,22203410,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203410,Antoetra,MG22203410,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203430,22203430,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203430,Mahazina Ambohipierenana,MG22203430,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203450,22203450,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203450,Sahatsiho Ambohimanjaka,MG22203450,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203491,22203491,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203491,Ambohimitombo I,MG22203491,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203492,22203492,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203492,Ambohimitombo II,MG22203492,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203551,22203551,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203551,Ambinanindrano,MG22203551,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22203552,22203552,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22203,1603:45:16:450:3:22203552,Vohidahy,MG22203552,,,,Ambositra,MG22203,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204010,22204010,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204010,Fandriana,MG22204010,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204030,22204030,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204030,Milamaina,MG22204030,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204050,22204050,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204050,Sahamadio Fisakana,MG22204050,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204070,22204070,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204070,Fiadanana,MG22204070,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204090,22204090,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204090,Tsarazaza,MG22204090,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204110,22204110,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204110,Tatamalaza,MG22204110,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204130,22204130,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204130,Ankarinoro,MG22204130,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204150,22204150,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204150,Sandrandahy,MG22204150,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204170,22204170,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204170,Mahazoarivo,MG22204170,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204191,22204191,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204191,Miarinavaratra,MG22204191,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204192,22204192,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204192,Betsimisotra,MG22204192,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204210,22204210,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204210,Alakamisy Ambohimahazo,MG22204210,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22204230,22204230,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22204,1603:45:16:450:3:22204230,Imito,MG22204230,,,,Fandriana,MG22204,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223010,22223010,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223010,Ambovombe Centre,MG22223010,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223030,22223030,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223030,Ambohimahazo,MG22223030,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223050,22223050,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223050,Anjoma Nandihizana,MG22223050,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223070,22223070,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223070,Ambohimilanja,MG22223070,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223090,22223090,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223090,Ambohipo,MG22223090,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223110,22223110,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223110,Anjoman'ankona,MG22223110,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223130,22223130,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223130,Vinany Andakatanikely,MG22223130,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223150,22223150,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223150,Talata Vohimena,MG22223150,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223171,22223171,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223171,Ambatomarina,MG22223171,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:22223172,22223172,1603:45:16:450:0,1603:45:16:450:1:22,1603:45:16:450:2:22223,1603:45:16:450:3:22223172,Andakatany,MG22223172,,,,Manandriana,MG22223,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206011,23206011,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206011,Ifanadiana,MG23206011,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206012,23206012,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206012,Antaretra,MG23206012,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206030,23206030,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206030,Tsaratanana,MG23206030,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206051,23206051,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206051,Ranomafana,MG23206051,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206052,23206052,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206052,Kelilalina,MG23206052,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206071,23206071,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206071,Androrangavola,MG23206071,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206072,23206072,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206072,Marotoko,MG23206072,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206090,23206090,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206090,Ambohimiera,MG23206090,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206110,23206110,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206110,Antsindra,MG23206110,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206130,23206130,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206130,Ambohimanga Du Sud,MG23206130,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206150,23206150,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206150,Analampasina,MG23206150,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206170,23206170,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206170,Fasintsara,MG23206170,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23206190,23206190,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23206,1603:45:16:450:3:23206190,Maroharatra,MG23206190,,,,Ifanadiana,MG23206,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207010,23207010,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207010,Nosy Varika,MG23207010,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207031,23207031,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207031,Ambahy,MG23207031,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207032,23207032,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207032,Andara,MG23207032,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207051,23207051,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207051,Fiadanana,MG23207051,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207052,23207052,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207052,Ambodirian'i Sahafary,MG23207052,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207070,23207070,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207070,Sahavato,MG23207070,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:23207090,23207090,1603:45:16:450:0,1603:45:16:450:1:23,1603:45:16:450:2:23207,1603:45:16:450:3:23207090,Vohilava,MG23207090,,,,Nosy-Varika,MG23207,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
