#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:591:3:130805,130805,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1308,1603:45:16:591:3:130805,Utira,PA130805,,,,Río de Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130901,130901,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,1603:45:16:591:3:130901,Corral Falso,PA130901,Corral Falso,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130902,130902,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,1603:45:16:591:3:130902,Los Hatillos,PA130902,Los Hatillos,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130903,130903,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,1603:45:16:591:3:130903,Remance,PA130903,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130904,130904,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,1603:45:16:591:3:130904,San Francisco,PA130904,San Francisco,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:130905,130905,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1309,1603:45:16:591:3:130905,San Juan,PA130905,San Juan,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131001,131001,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131001,Calovébora,PA131001,Calovebora,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131002,131002,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131002,El Alto,PA131002,El Alto,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131003,131003,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131003,El Cuay,PA131003,El Cuay,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131004,131004,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131004,El Pantano,PA131004,El Pantano,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131005,131005,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131005,Gatú o Gatucito,PA131005,Gatu o Gatucito,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131006,131006,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131006,Río Luis,PA131006,Rio Luis,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131007,131007,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1310,1603:45:16:591:3:131007,Santa Fe,PA131007,Santa Fe,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131101,131101,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131101,Canto del Llano,PA131101,Canto del Llano,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131102,131102,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131102,La Colorada,PA131102,La Colorada,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131103,131103,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131103,La Peña,PA131103,La Pena,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131104,131104,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131104,La Raya de Santa María,PA131104,La Raya de Santa Maria,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131105,131105,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131105,Los Algarrobos,PA131105,Los Algarrobos,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131106,131106,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131106,Ponuga,PA131106,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131107,131107,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131107,San Pedro del Espino,PA131107,San Pedro del Espino,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131108,131108,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1311,1603:45:16:591:3:131108,Santiago,PA131108,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131201,131201,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131201,Bahía Honda,PA131201,Bahia Honda,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131202,131202,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131202,Calidonia,PA131202,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131203,131203,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131203,Cativé,PA131203,Cative,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131204,131204,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131204,El Marañón,PA131204,El Maranon,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131205,131205,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131205,Guarumal,PA131205,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131206,131206,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131206,La Soledad,PA131206,La Soledad,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131207,131207,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131207,Quebrada de Oro,PA131207,Quebrada de Oro,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131208,131208,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131208,Río Grande,PA131208,Rio Grande,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131209,131209,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131209,Rodeo Viejo,PA131209,Rodeo Viejo,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:131210,131210,1603:45:16:591:0,1603:45:16:591:1:13,1603:45:16:591:2:1312,1603:45:16:591:3:131210,Soná,PA131210,Sona,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
