#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:40125,40125,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40125,Nhu Xuan,Huyện Như Xuân,VN40125,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40127,40127,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40127,Nhu Thanh,Huyện Như Thanh,VN40127,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40129,40129,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40129,Vinh Loc,Huyện Vĩnh Lộc,VN40129,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40131,40131,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40131,Ha Trung,Huyện Hà Trung,VN40131,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40133,40133,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40133,Nga Son,Huyện Nga Sơn,VN40133,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40135,40135,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40135,Yen Dinh,Huyện Yên Định,VN40135,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40137,40137,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40137,Tho Xuan,Huyện Thọ Xuân,VN40137,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40139,40139,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40139,Hau Loc,Huyện Hậu Lộc,VN40139,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40141,40141,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40141,Thieu Hoa,Huyện Thiệu Hóa,VN40141,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40143,40143,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40143,Hoang Hoa,Huyện Hoằng Hóa,VN40143,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40145,40145,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40145,Dong Son,Huyện Đông Sơn,VN40145,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40147,40147,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40147,Trieu Son,Huyện Triệu Sơn,VN40147,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40149,40149,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40149,Quang Xuong,Huyện Quảng Xương,VN40149,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40151,40151,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40151,Nong Cong,Huyện Nông Cống,VN40151,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40153,40153,1603:45:16:704:0,1603:45:16:704:1:401,1603:45:16:704:2:40153,Tinh Gia,Huyện Tĩnh Gia,VN40153,,,,,,Thanh Hoa,Thanh Hóa,VN401,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40301,40301,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40301,Vinh,TP. Vinh,VN40301,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40303,40303,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40303,Cua Lo,Thị xã Cửa Lò,VN40303,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40305,40305,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40305,Que Phong,Huyện Quế Phong,VN40305,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40307,40307,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40307,Quy Chau,Huyện Quỳ Châu,VN40307,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40309,40309,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40309,Ky Son,Huyện Kỳ Sơn,VN40309,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40311,40311,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40311,Quy Hop,Huyện Quỳ Hợp,VN40311,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40313,40313,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40313,Nghia Dan,Huyện Nghĩa Đàn,VN40313,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40314,40314,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40314,Thai Hoa,Thị xã Thái Hòa,VN40314,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40315,40315,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40315,Tuong Duong,Huyện Tương Dương,VN40315,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40317,40317,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40317,Quynh Luu,Huyện Quỳnh Lưu,VN40317,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40319,40319,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40319,Tan Ky,Huyện Tân Kỳ,VN40319,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40321,40321,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40321,Con Cuong,Huyện Con Cuông,VN40321,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40323,40323,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40323,Yen Thanh,Huyện Yên Thành,VN40323,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40325,40325,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40325,Dien Chau,Huyện Diễn Châu,VN40325,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40327,40327,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40327,Anh Son,Huyện Anh Sơn,VN40327,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40329,40329,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40329,Do Luong,Huyện Đô Lương,VN40329,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40331,40331,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40331,Thanh Chuong,Huyện Thanh Chương,VN40331,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40333,40333,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40333,Nghi Loc,Huyện Nghi Lộc,VN40333,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40335,40335,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40335,Nam Dan,Huyện Nam Đàn,VN40335,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40337,40337,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40337,Hung Nguyen,Huyện Hưng Nguyên,VN40337,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40338,40338,1603:45:16:704:0,1603:45:16:704:1:403,1603:45:16:704:2:40338,Hoang Mai,Thị xã Hoàng Mai,VN40338,,,,,,Nghe An,Nghệ An,VN403,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40501,40501,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40501,Ha Tinh,TP. Hà Tĩnh,VN40501,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40503,40503,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40503,Hong Linh,Thị xã Hồng Lĩnh,VN40503,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40505,40505,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40505,Nghi Xuan,Huyện Nghi Xuân,VN40505,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40507,40507,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40507,Duc Tho,Huyện Đức Thọ,VN40507,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40509,40509,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40509,Huong Son,Huyện Hương Sơn,VN40509,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40510,40510,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40510,Vu Quang,Huyện Vũ Quang,VN40510,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40511,40511,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40511,Can Loc,Huyện Can Lộc,VN40511,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40512,40512,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40512,Loc Ha,Huyện Lộc Hà,VN40512,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40513,40513,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40513,Thach Ha,Huyện Thạch Hà,VN40513,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40515,40515,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40515,Cam Xuyen,Huyện Cẩm Xuyên,VN40515,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40517,40517,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40517,Huong Khe,Huyện Hương Khê,VN40517,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40519,40519,1603:45:16:704:0,1603:45:16:704:1:405,1603:45:16:704:2:40519,Ky Anh,Huyện Kỳ Anh,VN40519,,,,,,Ha Tinh,Hà Tĩnh,VN405,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40701,40701,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40701,Dong Hoi,TP. Đồng Hới,VN40701,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40703,40703,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40703,Tuyen Hoa,Huyện Tuyên Hóa,VN40703,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40705,40705,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40705,Minh Hoa,Huyện Minh Hóa,VN40705,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40707,40707,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40707,Ba Don,Thị xã Ba Đồn,VN40707,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40709,40709,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40709,Bo Trach,Huyện Bố Trạch,VN40709,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40711,40711,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40711,Quang Ninh,Huyện Quảng Ninh,VN40711,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40713,40713,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40713,Le Thuy,Huyện Lệ Thủy,VN40713,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40715,40715,1603:45:16:704:0,1603:45:16:704:1:407,1603:45:16:704:2:40715,Quang Trach,Huyện Quảng Trạch,VN40715,,,,,,Quang Binh,Quảng Bình,VN407,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40901,40901,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40901,Dong Ha,TP. Đông Hà,VN40901,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40903,40903,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40903,Quang Tri,Thị xã Quảng Trị,VN40903,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40905,40905,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40905,Vinh Linh,Huyện Vĩnh Linh,VN40905,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40906,40906,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40906,Con Co,Huyện Cồn Cỏ,VN40906,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40907,40907,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40907,Gio Linh,Huyện Gio Linh,VN40907,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40909,40909,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40909,Cam Lo,Huyện Cam Lộ,VN40909,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40911,40911,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40911,Trieu Phong,Huyện Triệu Phong,VN40911,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40913,40913,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40913,Hai Lang,Huyện Hải Lăng,VN40913,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40915,40915,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40915,Huong Hoa,Huyện Hướng Hóa,VN40915,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:40917,40917,1603:45:16:704:0,1603:45:16:704:1:409,1603:45:16:704:2:40917,Da Krong,Huyện Đa Krông,VN40917,,,,,,Quang Tri,Quảng Trị,VN409,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41101,41101,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41101,Hue,TP. Huế,VN41101,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41103,41103,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41103,Phong Dien,Huyện Phong Điền,VN41103,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41105,41105,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41105,Quang Dien,Huyện Quảng Điền,VN41105,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41107,41107,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41107,Huong Tra,Thị xã Hương Trà,VN41107,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41109,41109,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41109,Phu Vang,Huyện Phú Vang,VN41109,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41111,41111,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41111,Huong Thuy,Thị xã Hương Thủy,VN41111,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41113,41113,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41113,Phu Loc,Huyện Phú Lộc,VN41113,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41115,41115,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41115,A Luoi,Huyện A Lưới,VN41115,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:41117,41117,1603:45:16:704:0,1603:45:16:704:1:411,1603:45:16:704:2:41117,Nam Dong,Huyện Nam Đông,VN41117,,,,,,Thua Thien Hue,Thừa Thiên Huế,VN411,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50101,50101,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50101,Hai Chau,Quận Hải Châu,VN50101,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50103,50103,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50103,Thanh Khe,Quận Thanh Khê,VN50103,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50105,50105,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50105,Son Tra,Quận Sơn Trà,VN50105,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50107,50107,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50107,Ngu Hanh Son,Quận Ngũ Hành Sơn,VN50107,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50109,50109,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50109,Lien Chieu,Quận Liên Chiểu,VN50109,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50111,50111,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50111,Hoa Vang,Huyện Hòa Vang,VN50111,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50112,50112,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50112,Cam Le,Quận Cẩm Lệ,VN50112,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50190,50190,1603:45:16:704:0,1603:45:16:704:1:501,1603:45:16:704:2:50190,Hoang Sa,Huyện Hoàng Sa,VN50190,,,,,,Da Nang city,TP. Đà Nẵng,VN501,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50301,50301,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50301,Tam Ky,TP. Tam Kỳ,VN50301,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50303,50303,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50303,Hoi An,TP. Hội An,VN50303,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50304,50304,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50304,Tay Giang,Huyện Tây Giang,VN50304,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50305,50305,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50305,Dong Giang,Huyện Đông Giang,VN50305,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50307,50307,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50307,Dai Loc,Huyện Đại Lộc,VN50307,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50309,50309,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50309,Dien Ban,Huyện Điện Bàn,VN50309,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50311,50311,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50311,Duy Xuyen,Huyện Duy Xuyên,VN50311,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50313,50313,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50313,Nam Giang,Huyện Nam Giang,VN50313,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50315,50315,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50315,Thang Binh,Huyện Thăng Bình,VN50315,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50317,50317,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50317,Que Son,Huyện Quế Sơn,VN50317,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50318,50318,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50318,Nong Son,Huyện Nông Sơn,VN50318,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50319,50319,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50319,Hiep Duc,Huyện Hiệp Đức,VN50319,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
